customerId,shortDate.year,shortDate.month,items.name,items.cost,location.code
CB-736,2012,12,printer,250,D
CB-736,2012,12,vegetables,10,D
CB-736,2012,12,pencil,8,D
CB-736,2012,12,cups,3,D
CB-736,2012,12,shoes,42,D
BU-902,2014,4,cake,12.5,D
BU-902,2014,4,mechanical pencil,8,D
BU-902,2014,4,rice,4.25,D
BU-902,2014,4,television,720,D
BU-902,2014,4,printer,250,D
BU-902,2014,4,mobile phone,625,D
BU-902,2014,4,computer,1200,D
BO-540,2016,6,computer,1200,B
BO-540,2016,6,printer,250,B
BO-540,2016,6,vegetables,10,B
BO-540,2016,6,dolls,10,B
BO-540,2016,6,bookshelf,125,B
BO-540,2016,6,fruit,11,B
BO-540,2016,6,cake,12.5,B
BO-540,2016,6,chair,99,B
BO-540,2016,6,books,15,B
BO-540,2016,6,sneakers,22,B
CA-643,2015,11,xbox,250,D
CA-643,2015,11,dolls,10,D
CA-643,2015,11,pencil,8,D
CA-643,2015,11,fruit,11,D
CA-643,2015,11,mobile phone,625,D
CA-643,2015,11,television,720,D
CA-643,2015,11,headphones,90,D
CA-643,2015,11,soda,8,D
CA-643,2015,11,leather bag,320,D
BQ-780,2011,3,eye glasses,155,A
BQ-780,2011,3,fruit,11,A
BQ-780,2011,3,sneakers,22,A
BQ-780,2011,3,headphones,90,A
BQ-780,2011,3,television,720,A
BQ-780,2011,3,dolls,10,A
BQ-780,2011,3,movie ticket,15,A
BQ-780,2011,3,shoes,42,A
BU-826,2012,3,paper,5,D
BU-826,2012,3,sneakers,22,D
BU-826,2012,3,eye glasses,155,D
BU-826,2012,3,shoes,42,D
BU-826,2012,3,movie ticket,15,D
BU-826,2012,3,mobile phone,625,D
BS-577,2012,9,sneakers,22,D
BS-577,2012,9,mobile phone,625,D
BS-577,2012,9,leather bag,320,D
BS-577,2012,9,cups,3,D
BS-577,2012,9,books,15,D
BS-577,2012,9,cake,12.5,D
BS-577,2012,9,eye glasses,155,D
BS-577,2012,9,paper,5,D
BS-577,2012,9,dolls,10,D
BS-577,2012,9,mechanical pencil,8,D
BQ-261,2012,5,leather bag,320,C
BQ-261,2012,5,sneakers,22,C
BQ-261,2012,5,soda,8,C
BO-243,2014,10,headphones,90,D
BO-243,2014,10,chair,99,D
BO-243,2014,10,rice,4.25,D
BO-243,2014,10,vegetables,10,D
BO-243,2014,10,sneakers,22,D
BO-243,2014,10,dolls,10,D
BO-243,2014,10,mobile phone,625,D
BV-698,2012,1,television,720,C
BV-698,2012,1,pencil,8,C
BV-698,2012,1,cups,3,C
BV-698,2012,1,mechanical pencil,8,C
BV-698,2012,1,dolls,10,C
BQ-766,2013,5,pencil,8,D
BQ-766,2013,5,cake,12.5,D
BQ-766,2013,5,dolls,10,D
BQ-766,2013,5,paper,5,D
BQ-766,2013,5,movie ticket,15,D
BQ-766,2013,5,books,15,D
BQ-766,2013,5,chair,99,D
BQ-766,2013,5,fruit,11,D
BQ-766,2013,5,bookshelf,125,D
BQ-766,2013,5,cups,3,D
BQ-766,2013,5,computer,1200,D
BQ-766,2013,5,shoes,42,D
BQ-766,2013,5,leather bag,320,D
BQ-766,2013,5,mechanical pencil,8,D
BQ-766,2013,5,rice,4.25,D
BQ-766,2013,5,television,720,D
BQ-766,2013,5,xbox,250,D
BQ-766,2013,5,mobile phone,625,D
BU-917,2015,3,fruit,11,C
BU-917,2015,3,chair,99,C
BU-917,2015,3,leather bag,320,C
BU-917,2015,3,cake,12.5,C
BU-917,2015,3,soda,8,C
BU-917,2015,3,paper,5,C
BU-917,2015,3,dolls,10,C
BU-917,2015,3,eye glasses,155,C
BU-917,2015,3,pencil,8,C
BP-674,2011,3,xbox,250,C
BP-674,2011,3,movie ticket,15,C
CB-479,2012,10,bookshelf,125,C
CB-479,2012,10,books,15,C
CB-479,2012,10,leather bag,320,C
BO-918,2016,5,sneakers,22,B
BO-918,2016,5,cake,12.5,B
BO-918,2016,5,fruit,11,B
BO-918,2016,5,chair,99,B
BO-918,2016,5,rice,4.25,B
BV-218,2015,4,chair,99,D
BU-703,2014,5,vegetables,10,D
BU-703,2014,5,leather bag,320,D
BU-703,2014,5,chair,99,D
BV-587,2013,8,cake,12.5,B
BV-587,2013,8,cups,3,B
BV-587,2013,8,movie ticket,15,B
BV-587,2013,8,vegetables,10,B
BV-587,2013,8,pencil,8,B
BV-587,2013,8,shoes,42,B
BZ-886,2014,4,paper,5,D
BZ-886,2014,4,shoes,42,D
BZ-886,2014,4,printer,250,D
BV-375,2012,1,rice,4.25,D
BV-375,2012,1,printer,250,D
BV-375,2012,1,leather bag,320,D
BV-375,2012,1,movie ticket,15,D
BV-375,2012,1,sneakers,22,D
BV-375,2012,1,xbox,250,D
BU-132,2013,1,cake,12.5,C
BU-132,2013,1,movie ticket,15,C
BU-132,2013,1,bookshelf,125,C
BU-132,2013,1,leather bag,320,C
BU-132,2013,1,vegetables,10,C
BU-132,2013,1,sneakers,22,C
BU-132,2013,1,shoes,42,C
BU-132,2013,1,fruit,11,C
BU-132,2013,1,paper,5,C
BZ-201,2013,11,eye glasses,155,B
BZ-201,2013,11,bookshelf,125,B
BZ-201,2013,11,books,15,B
BZ-201,2013,11,xbox,250,B
BZ-201,2013,11,computer,1200,B
BZ-201,2013,11,belt,18.25,B
BZ-201,2013,11,cake,12.5,B
BZ-201,2013,11,dolls,10,B
BV-406,2016,9,eye glasses,155,A
BV-406,2016,9,paper,5,A
BV-406,2016,9,belt,18.25,A
BV-406,2016,9,mechanical pencil,8,A
BV-406,2016,9,rice,4.25,A
BZ-763,2016,11,belt,18.25,D
BW-510,2015,4,bookshelf,125,B
BW-510,2015,4,belt,18.25,B
BW-510,2015,4,cake,12.5,B
BW-510,2015,4,dolls,10,B
BW-510,2015,4,shoes,42,B
BW-510,2015,4,television,720,B
BW-510,2015,4,rice,4.25,B
BW-510,2015,4,paper,5,B
BW-510,2015,4,chair,99,B
BU-712,2012,4,books,15,C
BU-712,2012,4,rice,4.25,C
BU-712,2012,4,cake,12.5,C
BU-712,2012,4,paper,5,C
BU-712,2012,4,leather bag,320,C
BU-712,2012,4,cups,3,C
BU-712,2012,4,xbox,250,C
BU-712,2012,4,eye glasses,155,C
BU-712,2012,4,fruit,11,C
BU-712,2012,4,vegetables,10,C
BU-712,2012,4,sneakers,22,C
BU-712,2012,4,mechanical pencil,8,C
BU-712,2012,4,chair,99,C
BU-712,2012,4,mobile phone,625,C
BU-712,2012,4,television,720,C
BU-712,2012,4,computer,1200,C
BU-712,2012,4,soda,8,C
BU-712,2012,4,bookshelf,125,C
BU-712,2012,4,headphones,90,C
BS-204,2014,11,headphones,90,C
BS-204,2014,11,cake,12.5,C
BS-204,2014,11,fruit,11,C
BS-204,2014,11,cups,3,C
BS-204,2014,11,mobile phone,625,C
BS-204,2014,11,rice,4.25,C
BS-204,2014,11,xbox,250,C
BS-204,2014,11,mechanical pencil,8,C
BS-204,2014,11,shoes,42,C
BS-204,2014,11,television,720,C
BS-204,2014,11,books,15,C
BS-204,2014,11,bookshelf,125,C
BS-204,2014,11,leather bag,320,C
BS-204,2014,11,movie ticket,15,C
BS-204,2014,11,pencil,8,C
BS-204,2014,11,belt,18.25,C
BS-204,2014,11,soda,8,C
BS-204,2014,11,sneakers,22,C
BS-204,2014,11,printer,250,C
BT-776,2015,5,shoes,42,C
BT-776,2015,5,television,720,C
BT-776,2015,5,mechanical pencil,8,C
BT-776,2015,5,cups,3,C
BT-776,2015,5,eye glasses,155,C
BT-776,2015,5,belt,18.25,C
BT-776,2015,5,fruit,11,C
BT-776,2015,5,dolls,10,C
CA-516,2012,5,eye glasses,155,D
CA-516,2012,5,mechanical pencil,8,D
CA-516,2012,5,books,15,D
CA-516,2012,5,vegetables,10,D
CA-516,2012,5,television,720,D
CA-516,2012,5,movie ticket,15,D
BN-546,2012,7,cake,12.5,C
BN-546,2012,7,mobile phone,625,C
BN-546,2012,7,chair,99,C
BN-546,2012,7,bookshelf,125,C
BN-546,2012,7,pencil,8,C
BN-546,2012,7,cups,3,C
BN-546,2012,7,fruit,11,C
BN-546,2012,7,rice,4.25,C
BN-546,2012,7,printer,250,C
BU-604,2016,9,television,720,C
BS-964,2015,12,eye glasses,155,A
BS-964,2015,12,printer,250,A
BS-964,2015,12,mobile phone,625,A
BS-964,2015,12,computer,1200,A
BS-964,2015,12,dolls,10,A
BS-964,2015,12,bookshelf,125,A
BS-964,2015,12,headphones,90,A
BS-964,2015,12,xbox,250,A
BS-964,2015,12,television,720,A
BS-964,2015,12,mechanical pencil,8,A
BS-964,2015,12,books,15,A
BS-964,2015,12,sneakers,22,A
BS-964,2015,12,cake,12.5,A
BS-964,2015,12,shoes,42,A
BS-964,2015,12,vegetables,10,A
BS-964,2015,12,rice,4.25,A
BS-964,2015,12,paper,5,A
BS-964,2015,12,soda,8,A
BS-964,2015,12,fruit,11,A
BS-964,2015,12,movie ticket,15,A
BS-332,2014,2,eye glasses,155,D
BS-332,2014,2,fruit,11,D
BS-332,2014,2,soda,8,D
BS-332,2014,2,dolls,10,D
BS-332,2014,2,printer,250,D
BS-332,2014,2,belt,18.25,D
BS-332,2014,2,sneakers,22,D
BS-332,2014,2,computer,1200,D
BS-332,2014,2,mobile phone,625,D
BS-332,2014,2,cups,3,D
BO-271,2014,6,leather bag,320,C
BO-271,2014,6,bookshelf,125,C
BO-271,2014,6,headphones,90,C
BO-271,2014,6,fruit,11,C
BO-271,2014,6,movie ticket,15,C
BO-271,2014,6,shoes,42,C
BO-271,2014,6,cups,3,C
BO-271,2014,6,eye glasses,155,C
BO-271,2014,6,cake,12.5,C
BO-271,2014,6,sneakers,22,C
BM-819,2015,2,dolls,10,D
BM-819,2015,2,shoes,42,D
BM-819,2015,2,headphones,90,D
BM-819,2015,2,vegetables,10,D
BM-819,2015,2,rice,4.25,D
BT-308,2015,10,fruit,11,B
BT-308,2015,10,xbox,250,B
BT-308,2015,10,pencil,8,B
BT-308,2015,10,computer,1200,B
BT-308,2015,10,bookshelf,125,B
BT-308,2015,10,mobile phone,625,B
BT-308,2015,10,sneakers,22,B
BX-667,2011,8,fruit,11,D
BX-667,2011,8,headphones,90,D
BX-667,2011,8,pencil,8,D
BX-667,2011,8,sneakers,22,D
BX-667,2011,8,chair,99,D
BX-667,2011,8,xbox,250,D
BX-667,2011,8,belt,18.25,D
BX-667,2011,8,computer,1200,D
BX-667,2011,8,television,720,D
BX-667,2011,8,eye glasses,155,D
BP-129,2014,2,movie ticket,15,D
BP-129,2014,2,fruit,11,D
BP-129,2014,2,cake,12.5,D
BP-129,2014,2,bookshelf,125,D
BP-129,2014,2,books,15,D
BP-129,2014,2,paper,5,D
BP-129,2014,2,headphones,90,D
BP-129,2014,2,dolls,10,D
BP-129,2014,2,sneakers,22,D
BT-588,2013,9,shoes,42,B
BT-588,2013,9,books,15,B
BT-588,2013,9,mobile phone,625,B
BT-588,2013,9,leather bag,320,B
BT-588,2013,9,sneakers,22,B
BT-588,2013,9,bookshelf,125,B
BT-588,2013,9,rice,4.25,B
BT-588,2013,9,xbox,250,B
BT-588,2013,9,mechanical pencil,8,B
BT-588,2013,9,belt,18.25,B
BT-588,2013,9,headphones,90,B
BT-588,2013,9,soda,8,B
BT-588,2013,9,computer,1200,B
BT-588,2013,9,fruit,11,B
BT-588,2013,9,chair,99,B
BT-588,2013,9,vegetables,10,B
BR-720,2012,12,pencil,8,D
BR-720,2012,12,cups,3,D
BR-720,2012,12,eye glasses,155,D
BR-720,2012,12,sneakers,22,D
CA-335,2011,12,shoes,42,B
CA-335,2011,12,sneakers,22,B
CA-335,2011,12,cake,12.5,B
CA-335,2011,12,television,720,B
CA-335,2011,12,movie ticket,15,B
CA-335,2011,12,chair,99,B
BO-188,2014,2,books,15,D
BO-188,2014,2,pencil,8,D
BO-188,2014,2,xbox,250,D
BW-126,2011,5,paper,5,B
BW-126,2011,5,headphones,90,B
BW-126,2011,5,belt,18.25,B
BW-126,2011,5,mechanical pencil,8,B
BW-126,2011,5,bookshelf,125,B
BW-126,2011,5,leather bag,320,B
BW-126,2011,5,sneakers,22,B
BW-126,2011,5,books,15,B
BW-126,2011,5,computer,1200,B
BW-126,2011,5,rice,4.25,B
BW-126,2011,5,eye glasses,155,B
BW-126,2011,5,chair,99,B
BW-126,2011,5,fruit,11,B
BW-126,2011,5,vegetables,10,B
BW-126,2011,5,movie ticket,15,B
BW-126,2011,5,television,720,B
BW-126,2011,5,mobile phone,625,B
BW-126,2011,5,shoes,42,B
CA-483,2015,12,cups,3,B
CA-483,2015,12,belt,18.25,B
CA-483,2015,12,rice,4.25,B
CA-483,2015,12,shoes,42,B
CA-483,2015,12,computer,1200,B
CA-483,2015,12,printer,250,B
CA-483,2015,12,leather bag,320,B
CA-483,2015,12,vegetables,10,B
CA-483,2015,12,chair,99,B
BR-664,2012,1,pencil,8,B
BR-664,2012,1,rice,4.25,B
BR-664,2012,1,sneakers,22,B
BR-664,2012,1,mechanical pencil,8,B
BR-664,2012,1,cake,12.5,B
BR-664,2012,1,paper,5,B
CA-374,2015,1,headphones,90,D
CA-374,2015,1,xbox,250,D
CA-374,2015,1,mechanical pencil,8,D
CA-374,2015,1,rice,4.25,D
BP-294,2015,9,cups,3,A
BP-294,2015,9,xbox,250,A
BZ-978,2015,7,mechanical pencil,8,B
BZ-978,2015,7,shoes,42,B
BZ-978,2015,7,cake,12.5,B
BZ-978,2015,7,fruit,11,B
BT-860,2013,7,sneakers,22,A
BW-919,2013,10,vegetables,10,D
BW-919,2013,10,rice,4.25,D
BW-919,2013,10,leather bag,320,D
BW-919,2013,10,xbox,250,D
BW-919,2013,10,cups,3,D
BW-919,2013,10,computer,1200,D
CB-697,2011,8,leather bag,320,B
CB-697,2011,8,computer,1200,B
CB-697,2011,8,mobile phone,625,B
CB-697,2011,8,headphones,90,B
CB-697,2011,8,fruit,11,B
BU-682,2015,10,paper,5,D
BU-682,2015,10,pencil,8,D
BU-682,2015,10,xbox,250,D
BU-682,2015,10,vegetables,10,D
BU-682,2015,10,belt,18.25,D
BU-682,2015,10,eye glasses,155,D
BR-490,2014,8,vegetables,10,D
BR-490,2014,8,fruit,11,D
BR-490,2014,8,chair,99,D
BR-490,2014,8,books,15,D
BR-490,2014,8,paper,5,D
BR-490,2014,8,computer,1200,D
BR-490,2014,8,eye glasses,155,D
BR-490,2014,8,sneakers,22,D
BR-490,2014,8,movie ticket,15,D
BR-490,2014,8,rice,4.25,D
BR-490,2014,8,soda,8,D
BR-490,2014,8,mobile phone,625,D
BR-490,2014,8,cake,12.5,D
BR-490,2014,8,cups,3,D
BR-490,2014,8,headphones,90,D
BR-490,2014,8,printer,250,D
BR-490,2014,8,bookshelf,125,D
BR-490,2014,8,shoes,42,D
BR-490,2014,8,pencil,8,D
BR-490,2014,8,mechanical pencil,8,D
BS-377,2016,10,rice,4.25,B
BS-377,2016,10,vegetables,10,B
BS-377,2016,10,printer,250,B
BS-377,2016,10,eye glasses,155,B
BS-377,2016,10,headphones,90,B
BS-377,2016,10,cake,12.5,B
BS-377,2016,10,mobile phone,625,B
BS-377,2016,10,books,15,B
BS-377,2016,10,computer,1200,B
BS-377,2016,10,chair,99,B
BS-377,2016,10,dolls,10,B
BS-377,2016,10,sneakers,22,B
BS-377,2016,10,xbox,250,B
BS-377,2016,10,bookshelf,125,B
BS-377,2016,10,mechanical pencil,8,B
BS-377,2016,10,movie ticket,15,B
BS-377,2016,10,shoes,42,B
BS-377,2016,10,leather bag,320,B
BS-377,2016,10,fruit,11,B
BS-377,2016,10,cups,3,B
BS-377,2016,10,television,720,B
BS-316,2013,10,mechanical pencil,8,C
BS-316,2013,10,shoes,42,C
BS-316,2013,10,bookshelf,125,C
BS-316,2013,10,rice,4.25,C
BS-316,2013,10,belt,18.25,C
BS-316,2013,10,sneakers,22,C
BS-316,2013,10,eye glasses,155,C
BS-316,2013,10,cups,3,C
BS-316,2013,10,television,720,C
BN-853,2016,7,cups,3,C
BN-853,2016,7,rice,4.25,C
BN-853,2016,7,chair,99,C
BN-853,2016,7,mechanical pencil,8,C
BN-853,2016,7,bookshelf,125,C
BN-853,2016,7,books,15,C
BN-853,2016,7,shoes,42,C
BN-853,2016,7,dolls,10,C
BN-853,2016,7,fruit,11,C
BN-853,2016,7,xbox,250,C
BN-853,2016,7,paper,5,C
BN-853,2016,7,headphones,90,C
BN-853,2016,7,pencil,8,C
BN-853,2016,7,movie ticket,15,C
BN-853,2016,7,cake,12.5,C
BN-853,2016,7,belt,18.25,C
BN-853,2016,7,mobile phone,625,C
BN-853,2016,7,printer,250,C
BN-853,2016,7,computer,1200,C
CB-231,2012,6,mobile phone,625,D
CB-231,2012,6,vegetables,10,D
CB-231,2012,6,bookshelf,125,D
CB-231,2012,6,xbox,250,D
CB-231,2012,6,printer,250,D
BV-506,2012,12,movie ticket,15,B
BW-375,2015,10,soda,8,A
BW-375,2015,10,headphones,90,A
BW-375,2015,10,paper,5,A
BW-375,2015,10,rice,4.25,A
BW-375,2015,10,cake,12.5,A
BW-375,2015,10,mechanical pencil,8,A
BW-375,2015,10,dolls,10,A
BW-375,2015,10,xbox,250,A
BW-375,2015,10,eye glasses,155,A
BW-375,2015,10,chair,99,A
BW-375,2015,10,computer,1200,A
BW-375,2015,10,fruit,11,A
BW-375,2015,10,mobile phone,625,A
BW-375,2015,10,cups,3,A
BW-375,2015,10,television,720,A
BW-375,2015,10,vegetables,10,A
BW-375,2015,10,belt,18.25,A
BW-375,2015,10,books,15,A
BR-635,2014,12,dolls,10,C
BR-635,2014,12,pencil,8,C
BR-635,2014,12,books,15,C
BN-843,2015,3,eye glasses,155,D
BN-843,2015,3,paper,5,D
BN-843,2015,3,vegetables,10,D
BN-843,2015,3,fruit,11,D
BN-843,2015,3,cups,3,D
BN-843,2015,3,chair,99,D
BN-843,2015,3,books,15,D
BQ-624,2012,12,mobile phone,625,D
BQ-624,2012,12,bookshelf,125,D
BQ-624,2012,12,computer,1200,D
BY-868,2013,12,mobile phone,625,C
BY-868,2013,12,computer,1200,C
BN-696,2014,1,books,15,D
BN-696,2014,1,eye glasses,155,D
BN-696,2014,1,fruit,11,D
BW-648,2015,12,sneakers,22,B
BW-648,2015,12,vegetables,10,B
BW-648,2015,12,xbox,250,B
BW-648,2015,12,paper,5,B
BW-648,2015,12,leather bag,320,B
BW-648,2015,12,chair,99,B
BW-648,2015,12,rice,4.25,B
BW-648,2015,12,movie ticket,15,B
BW-648,2015,12,bookshelf,125,B
BM-197,2011,5,vegetables,10,A
BM-322,2017,1,pencil,8,D
BM-322,2017,1,chair,99,D
BM-322,2017,1,mechanical pencil,8,D
BM-322,2017,1,cake,12.5,D
BM-322,2017,1,movie ticket,15,D
CA-285,2013,10,soda,8,C
CA-285,2013,10,shoes,42,C
CA-285,2013,10,books,15,C
CA-285,2013,10,cake,12.5,C
CA-285,2013,10,rice,4.25,C
CA-285,2013,10,mobile phone,625,C
CA-285,2013,10,mechanical pencil,8,C
CA-285,2013,10,television,720,C
BO-666,2016,5,fruit,11,B
BO-666,2016,5,vegetables,10,B
BO-666,2016,5,printer,250,B
BO-666,2016,5,movie ticket,15,B
BO-666,2016,5,chair,99,B
BO-666,2016,5,cake,12.5,B
BO-666,2016,5,computer,1200,B
BO-666,2016,5,eye glasses,155,B
BO-666,2016,5,shoes,42,B
BO-666,2016,5,bookshelf,125,B
BO-666,2016,5,soda,8,B
BO-666,2016,5,leather bag,320,B
BO-666,2016,5,sneakers,22,B
BO-666,2016,5,headphones,90,B
BO-666,2016,5,belt,18.25,B
BO-666,2016,5,mechanical pencil,8,B
BO-666,2016,5,television,720,B
BO-666,2016,5,books,15,B
BR-404,2015,5,dolls,10,C
BR-404,2015,5,bookshelf,125,C
BR-404,2015,5,vegetables,10,C
BR-404,2015,5,pencil,8,C
BP-800,2012,9,mechanical pencil,8,D
BP-800,2012,9,leather bag,320,D
BX-761,2016,12,cups,3,B
BX-761,2016,12,printer,250,B
BX-761,2016,12,belt,18.25,B
BX-761,2016,12,leather bag,320,B
BX-761,2016,12,eye glasses,155,B
BX-761,2016,12,headphones,90,B
BX-761,2016,12,books,15,B
BX-761,2016,12,shoes,42,B
CB-193,2012,10,leather bag,320,B
CB-193,2012,10,sneakers,22,B
CB-193,2012,10,chair,99,B
CB-193,2012,10,xbox,250,B
CB-193,2012,10,rice,4.25,B
CB-193,2012,10,pencil,8,B
CB-193,2012,10,headphones,90,B
CB-193,2012,10,belt,18.25,B
CB-193,2012,10,mobile phone,625,B
CB-193,2012,10,books,15,B
CB-193,2012,10,paper,5,B
CB-193,2012,10,cake,12.5,B
CB-193,2012,10,bookshelf,125,B
CB-193,2012,10,printer,250,B
CB-193,2012,10,fruit,11,B
CB-193,2012,10,television,720,B
CB-193,2012,10,dolls,10,B
CB-193,2012,10,mechanical pencil,8,B
CB-193,2012,10,eye glasses,155,B
BN-415,2015,8,mechanical pencil,8,A
BN-415,2015,8,cups,3,A
BN-415,2015,8,mobile phone,625,A
BN-415,2015,8,movie ticket,15,A
BN-415,2015,8,headphones,90,A
BN-415,2015,8,sneakers,22,A
BY-481,2015,12,chair,99,B
BY-481,2015,12,cake,12.5,B
BY-481,2015,12,rice,4.25,B
BY-481,2015,12,belt,18.25,B
BY-481,2015,12,pencil,8,B
BY-481,2015,12,cups,3,B
BY-481,2015,12,computer,1200,B
BY-481,2015,12,headphones,90,B
BY-481,2015,12,dolls,10,B
BY-481,2015,12,books,15,B
BY-481,2015,12,shoes,42,B
BY-481,2015,12,xbox,250,B
BY-481,2015,12,movie ticket,15,B
BY-481,2015,12,vegetables,10,B
BY-481,2015,12,television,720,B
BY-481,2015,12,mobile phone,625,B
BY-481,2015,12,printer,250,B
BY-481,2015,12,fruit,11,B
BY-481,2015,12,mechanical pencil,8,B
BY-481,2015,12,leather bag,320,B
BY-484,2013,10,shoes,42,A
BY-484,2013,10,bookshelf,125,A
BY-484,2013,10,eye glasses,155,A
BY-484,2013,10,headphones,90,A
BY-484,2013,10,dolls,10,A
BY-484,2013,10,printer,250,A
BY-484,2013,10,fruit,11,A
BV-841,2014,10,eye glasses,155,B
BV-841,2014,10,bookshelf,125,B
BV-841,2014,10,movie ticket,15,B
BV-841,2014,10,computer,1200,B
BV-841,2014,10,belt,18.25,B
BV-841,2014,10,mobile phone,625,B
BV-841,2014,10,chair,99,B
BV-841,2014,10,headphones,90,B
BV-841,2014,10,books,15,B
BV-841,2014,10,xbox,250,B
BV-841,2014,10,paper,5,B
BV-841,2014,10,fruit,11,B
BV-841,2014,10,vegetables,10,B
BV-841,2014,10,dolls,10,B
BV-841,2014,10,rice,4.25,B
BV-841,2014,10,soda,8,B
BV-841,2014,10,sneakers,22,B
BV-841,2014,10,pencil,8,B
BV-841,2014,10,mechanical pencil,8,B
BV-841,2014,10,television,720,B
BV-841,2014,10,shoes,42,B
BP-607,2016,1,printer,250,A
BP-607,2016,1,shoes,42,A
BP-607,2016,1,soda,8,A
BP-607,2016,1,xbox,250,A
BP-607,2016,1,vegetables,10,A
BP-607,2016,1,paper,5,A
BP-607,2016,1,computer,1200,A
BP-607,2016,1,bookshelf,125,A
BP-607,2016,1,eye glasses,155,A
BP-607,2016,1,headphones,90,A
BP-607,2016,1,movie ticket,15,A
BP-607,2016,1,fruit,11,A
BP-607,2016,1,cups,3,A
BP-607,2016,1,leather bag,320,A
BP-607,2016,1,pencil,8,A
BP-607,2016,1,mechanical pencil,8,A
BP-607,2016,1,belt,18.25,A
BP-607,2016,1,books,15,A
BT-170,2013,5,vegetables,10,C
BT-170,2013,5,bookshelf,125,C
BT-170,2013,5,chair,99,C
BT-170,2013,5,soda,8,C
BT-170,2013,5,books,15,C
BT-170,2013,5,television,720,C
BT-170,2013,5,sneakers,22,C
BT-170,2013,5,movie ticket,15,C
BT-170,2013,5,leather bag,320,C
BT-170,2013,5,fruit,11,C
BT-170,2013,5,belt,18.25,C
BT-170,2013,5,cake,12.5,C
BT-170,2013,5,cups,3,C
BT-170,2013,5,xbox,250,C
BT-170,2013,5,mechanical pencil,8,C
BT-170,2013,5,paper,5,C
BT-170,2013,5,headphones,90,C
BT-170,2013,5,printer,250,C
BT-170,2013,5,eye glasses,155,C
BN-981,2011,5,printer,250,A
BN-981,2011,5,chair,99,A
BN-981,2011,5,rice,4.25,A
BN-981,2011,5,mechanical pencil,8,A
BN-981,2011,5,dolls,10,A
BN-981,2011,5,leather bag,320,A
BN-981,2011,5,computer,1200,A
BN-981,2011,5,mobile phone,625,A
BN-981,2011,5,fruit,11,A
BS-674,2015,3,cake,12.5,A
BS-674,2015,3,television,720,A
BS-674,2015,3,cups,3,A
BS-674,2015,3,xbox,250,A
BS-674,2015,3,leather bag,320,A
BS-674,2015,3,shoes,42,A
BS-674,2015,3,paper,5,A
BS-674,2015,3,dolls,10,A
CB-612,2011,3,eye glasses,155,C
CB-612,2011,3,headphones,90,C
CB-612,2011,3,vegetables,10,C
CB-612,2011,3,rice,4.25,C
CB-612,2011,3,fruit,11,C
CB-612,2011,3,mechanical pencil,8,C
CB-612,2011,3,dolls,10,C
CB-612,2011,3,xbox,250,C
CB-612,2011,3,books,15,C
BM-802,2016,4,fruit,11,A
BM-802,2016,4,mobile phone,625,A
BM-802,2016,4,chair,99,A
BM-802,2016,4,sneakers,22,A
BM-802,2016,4,paper,5,A
BM-802,2016,4,mechanical pencil,8,A
BM-802,2016,4,shoes,42,A
BM-802,2016,4,eye glasses,155,A
BU-158,2011,5,pencil,8,A
BV-951,2014,2,dolls,10,D
BV-951,2014,2,paper,5,D
BV-951,2014,2,mobile phone,625,D
BV-951,2014,2,books,15,D
BV-951,2014,2,bookshelf,125,D
BV-951,2014,2,printer,250,D
BV-951,2014,2,xbox,250,D
BV-951,2014,2,pencil,8,D
BV-951,2014,2,eye glasses,155,D
BV-951,2014,2,belt,18.25,D
BV-951,2014,2,shoes,42,D
BV-951,2014,2,television,720,D
BV-951,2014,2,sneakers,22,D
BV-951,2014,2,cake,12.5,D
BV-951,2014,2,fruit,11,D
BV-951,2014,2,headphones,90,D
BV-951,2014,2,leather bag,320,D
BV-951,2014,2,vegetables,10,D
BP-932,2015,9,mechanical pencil,8,D
BP-932,2015,9,books,15,D
BP-932,2015,9,rice,4.25,D
BP-932,2015,9,sneakers,22,D
BP-932,2015,9,movie ticket,15,D
BY-278,2015,3,mechanical pencil,8,A
BY-278,2015,3,paper,5,A
BY-278,2015,3,rice,4.25,A
BY-278,2015,3,shoes,42,A
BY-278,2015,3,movie ticket,15,A
BY-278,2015,3,fruit,11,A
BU-498,2013,11,mechanical pencil,8,C
BU-498,2013,11,belt,18.25,C
BU-498,2013,11,cake,12.5,C
BU-498,2013,11,mobile phone,625,C
BU-498,2013,11,paper,5,C
BU-498,2013,11,vegetables,10,C
CA-600,2012,4,mobile phone,625,C
CA-600,2012,4,vegetables,10,C
CA-600,2012,4,shoes,42,C
CA-600,2012,4,cake,12.5,C
CA-600,2012,4,books,15,C
CA-600,2012,4,leather bag,320,C
CA-600,2012,4,belt,18.25,C
BN-155,2012,4,rice,4.25,C
BN-155,2012,4,mechanical pencil,8,C
BN-155,2012,4,cake,12.5,C
BN-155,2012,4,fruit,11,C
BN-155,2012,4,headphones,90,C
BN-155,2012,4,pencil,8,C
BN-155,2012,4,sneakers,22,C
BN-155,2012,4,belt,18.25,C
BN-155,2012,4,dolls,10,C
BN-155,2012,4,soda,8,C
BN-155,2012,4,movie ticket,15,C
BN-155,2012,4,computer,1200,C
BN-155,2012,4,paper,5,C
BN-155,2012,4,mobile phone,625,C
BN-155,2012,4,chair,99,C
BN-155,2012,4,leather bag,320,C
BN-155,2012,4,books,15,C
BN-155,2012,4,printer,250,C
BN-155,2012,4,bookshelf,125,C
BN-155,2012,4,xbox,250,C
